item_id,restaurent_name,item_name,description,cuisine,category,is_morning,is_afternoon,is_evening,is_sunny,is_rainy,portion_size,price
331,Layerwarf,Extra Cheese Naan,Naan stuffed with cheese,Indian,Side Dish,0,1,1,1,0,Not specified,600
332,Layerwarf,Extra Butter Naan,Naan brushed with butter,Indian,Side Dish,0,1,1,1,0,Not specified,450
333,Layerwarf,Extra Lasooni Naan,Garlic-flavored naan bread,Indian,Side Dish,0,1,1,1,0,Not specified,400
335,Layerwarf,Mutton Biriyani,Aromatic rice dish with spiced mutton,Indian,Main,0,1,1,1,0,Not specified,3200
336,Layerwarf,Paneer Biriyani,Aromatic rice dish with spiced paneer,Indian,Main,0,1,1,1,0,Not specified,2400
337,Layerwarf,Butter Chicken Kathi Roll,Indian flatbread wrap with butter chicken filling,Indian,Main,0,1,1,1,0,Not specified,2000
338,Layerwarf,Pulled Beef Quorma Kathi Roll,Flatbread wrap with spiced pulled beef quorma filling,Indian,Main,0,1,1,1,0,Not specified,2200
339,Layerwarf,Cheese & Onion Sausage Bun,"Soft bun filled with cheese, onion, and sausage, served warm",Western,Side dish,1,1,1,0,0,-,650
340,Layerwarf,Malu Pav,Soft bread roll with Sri Lankan fish curry filling,Sri Lankan,Side dish,1,1,1,0,0,-,400
341,Layerwarf,Chicken Keema Pav Bun,Bread bun with minced chicken curry filling,Indian,Side dish,1,1,1,0,0,-,400
342,Layerwarf,Ala Boola,Deep-fried Sri Lankan potato snack,Sri Lankan,Side dish,1,1,1,0,0,-,350
343,Layerwarf,Chinese Roll - Tuna,Deep-fried roll with tuna filling,Chinese,Side dish,1,1,1,0,0,-,450
344,Layerwarf,Chinese Roll - Veg,Deep-fried roll with vegetable filling,Chinese,Side dish,1,1,1,0,0,-,350
345,Layerwarf,Chinese Roll - Mutton,Deep-fried roll with mutton filling,Chinese,Side dish,1,1,1,0,0,-,750
346,Layerwarf,"Chicken, Mushroom & Parmesan Pie","Baked pie with chicken, mushroom, and parmesan cheese",Western,Side dish,1,1,1,0,0,-,900
347,Layerwarf,Butter Paneer Pie,Baked pie with butter paneer curry filling,Indian,Side dish,1,1,1,0,0,-,900
348,Layerwarf,Beef Rendang Curry Puff,Puff pastry filled with spicy beef rendang curry,Indonesian,Side dish,1,1,1,0,0,-,850
349,Layerwarf,Nonya Chicken Curry Puff,Puff pastry filled with Nonya-style chicken curry,Malaysian,Side dish,1,1,1,0,0,-,650
350,Layerwarf,Tandoori Chicken Curry Puff,Puff pastry filled with spiced tandoori chicken,Indian,Side dish,1,1,1,0,0,-,600
351,Layerwarf,Sambaar Curry Puff,Puff pastry filled with spicy sambaar curry,Indian,Side dish,1,1,1,0,0,-,600
352,Layerwarf,Sri Lankan Crab Curry Puff,Puff pastry filled with crab curry,Sri Lankan,Side dish,1,1,1,0,0,-,850
353,Layerwarf,Sausage & Egg Croissant,Flaky croissant with sausage and egg filling,French,Main,1,1,1,0,0,-,1200
354,Layerwarf,Omelette Seeni Sambal Croissant,Croissant with omelette and caramelized onion sambal,Sri Lankan,Main,1,1,1,0,0,-,950
355,Layerwarf,Smoked Salmon Croissant,Croissant with smoked salmon filling,Western,Main,1,1,1,0,0,-,1800
356,Layerwarf,"Bacon, Egg & Cheese Croissant","Croissant with bacon, egg, and cheese",Western,Main,1,1,1,0,0,-,1400
357,Layerwarf,Chilli Chicken Sandwich,Sandwich with spicy chilli chicken filling,Western,Main,1,1,1,0,0,-,2100
358,Layerwarf,Beef Pastrami Sandwich,Sandwich with beef pastrami filling,Western,Main,1,1,1,0,0,-,2500
359,Layerwarf,Bombay Sandwich,Indian-style sandwich with mixed spiced fillings,Indian,Main,1,1,1,0,0,-,2100
360,Layerwarf,Grilled Cheese Sandwich,Toasted sandwich with melted cheese,Western,Main,1,1,1,0,0,-,1950
361,Layerwarf,Japanese Egg Sando,Japanese-style egg salad sandwich,Japanese,Main,1,1,1,0,0,-,1750
362,Layerwarf,Tuna Melt,Grilled sandwich with tuna and melted cheese,Western,Main,1,1,1,0,0,-,2500
363,Layerwarf,Carrot Cake,"Light, moist cake made with grated carrots, served at room temperature, mildly sweet with spiced flavor",Western,Dessert,1,1,1,0,1,-,1200
364,Layerwarf,Date Cake,"Moist, sweet cake made with dates, served at room temperature",Middle Eastern,Dessert,1,1,1,0,1,-,1250
365,Layerwarf,Forest Berry Dark Chocolate Cake,"Rich dark chocolate cake layered with tart forest berries, served at room temperature",Western,Dessert,1,1,1,0,1,-,1500
366,Layerwarf,Saffron Tres Leches,"Soft sponge cake soaked in three types of milk, infused with saffron, served chilled",Latin American,Dessert,0,1,1,0,1,-,1300
367,Layerwarf,Coffee Tres Leches,"Soft sponge cake soaked in coffee-infused three milk mixture, served chilled",Latin American,Dessert,0,1,1,0,1,-,1300
368,Layerwarf,Basque Cheesecake,"Burnt cheesecake with creamy center, mildly sweet, served chilled",Spanish,Dessert,0,1,1,0,1,-,2200
369,Layerwarf,Matcha Basque Cheesecake,"Burnt cheesecake infused with matcha green tea, served chilled",Japanese,Dessert,0,1,1,0,1,-,2600
370,Layerwarf,Gulab Jamun Cheesecake,Fusion cheesecake flavored with traditional Indian gulab jamun syrup,Indian,Dessert,0,1,1,0,1,-,2600
371,Layerwarf,Croissant - Cinnamon,"Flaky butter croissant with cinnamon filling, served warm",French,Dessert,1,1,1,0,1,-,850
372,Layerwarf,"Croissant - Strawberry, Rhubarb White Chocolate","Flaky croissant filled with strawberry, rhubarb, and white chocolate",French,Dessert,1,1,1,0,1,-,950
373,Layerwarf,Croissant - Pain Au Chocolat,Classic croissant filled with rich chocolate,French,Dessert,1,1,1,0,1,-,950
374,Layerwarf,Choux au Craquelin - Chocolate,Crisp cream puff with chocolate filling,French,Dessert,1,1,1,0,1,-,700
375,Layerwarf,Choux au Craquelin - Coffee Cream,Crisp cream puff with coffee-flavored cream filling,French,Dessert,1,1,1,0,1,-,700
376,Layerwarf,Choux au Craquelin - Matcha,Crisp cream puff with matcha-flavored cream filling,Japanese,Dessert,1,1,1,0,1,-,850
377,Layerwarf,Choux au Craquelin - Vanilla,Crisp cream puff with vanilla cream filling,French,Dessert,1,1,1,0,1,-,750
378,Layerwarf,Crêpes - Utter Banutter,Thin crepe with peanut butter filling,French,Dessert,1,1,1,0,1,-,950
379,Layerwarf,Crêpes - Brown Sugar & Lemon,Thin crepe with brown sugar and lemon juice,French,Dessert,1,1,1,0,1,-,850
380,Layerwarf,Chocolate Mousse,"Light and airy chocolate dessert, served chilled",French,Dessert,0,1,1,0,1,-,1150
383,Layerwarf,Berry Tart,"Light, sweet dessert with fresh berries and creamy filling, served chilled",Western,Dessert,1,1,1,0,1,-,1400
384,Layerwarf,Key Lime Tart,"Tangy and refreshing tart with key lime custard, served chilled",Western,Dessert,1,1,1,0,1,-,1200
385,Layerwarf,Mango Tart,"Sweet tropical mango tart with creamy filling, served chilled",Western,Dessert,1,1,1,0,1,-,1200
386,Layerwarf,Reese's Peanut Butter Cup Tart,"Rich tart with peanut butter filling and chocolate topping, served chilled",Western,Dessert,1,1,1,0,1,-,1400
387,Layerwarf,Rhubarb Tart,"Tart with tangy rhubarb filling and sweet crust, served chilled",Western,Dessert,1,1,1,0,1,-,1200
388,Layerwarf,Banoffee Tart,"Sweet banana and toffee tart with cream, served chilled",Western,Dessert,1,1,1,0,1,-,1200
389,Layerwarf,Crème Brulee -Vanilla Cream,"Rich vanilla cream custard with caramelized sugar top, served chilled",French,Dessert,1,1,1,0,1,-,950
390,Layerwarf,Jam Custard Doughnut,"Soft doughnut filled with sweet jam custard, served at room temperature",Western,Dessert,1,1,1,0,1,-,950
391,Layerwarf,Passionfruit Cream Doughnut,"Doughnut with tangy passionfruit cream filling, served at room temperature",Western,Dessert,1,1,1,0,1,-,900
392,Layerwarf,Salted Caramel Doughnut,"Doughnut with sweet and salty caramel filling, served at room temperature",Western,Dessert,1,1,1,0,1,-,950
393,Layerwarf,Chocolate Chip Cookie – Gluten Free,Soft and chewy gluten-free cookie with chocolate chips,Western,Dessert,1,1,1,0,1,-,750
394,Layerwarf,White Chocolate Chip Cookie,Cookie with sweet white chocolate chips,Western,Dessert,1,1,1,0,1,-,750
395,Layerwarf,Chocolate Chip Cookie,Classic cookie with semi-sweet chocolate chips,Western,Dessert,1,1,1,0,1,-,850
396,Layerwarf,White Chocolate & Macadamia Nuts Cookie,Cookie with white chocolate chips and macadamia nuts,Western,Dessert,1,1,1,0,1,-,850
397,Layerwarf,Orange Chocolate Cookie,Cookie with chocolate and citrus orange flavor,Western,Dessert,1,1,1,0,1,-,750
398,Layerwarf,Iced Latte,"Cold, creamy espresso-based drink served over ice; slightly bitter with a smooth milk flavor",International,Beverage,1,1,1,0,1,-,1100
399,Layerwarf,Iced Americano,Refreshing chilled espresso with water; light-bodied and mildly bitter,International,Beverage,1,1,1,0,1,-,900
400,Layerwarf,Iced Cappuccino,"Cold, creamy coffee drink with espresso, milk, and froth, served over ice",International,Beverage,1,1,1,0,1,-,1100
401,Layerwarf,Vietnamese Iced Coffee,Strong dark coffee brewed with condensed milk and served over ice; rich and sweet,Vietnamese,Beverage,1,1,1,0,1,-,1300
402,Layerwarf,Iced Matcha Latte,"Cold beverage with matcha green tea, milk, and light sweetness; refreshing earthy taste",Japanese,Beverage,1,1,1,0,1,-,1300
403,Layerwarf,Cold Chocolate,"Chilled chocolate drink; sweet, creamy, and rich in cocoa flavor",International,Beverage,1,1,1,0,1,-,1200
404,Layerwarf,Black Lemon Ice Tea,"Cold, tangy black tea with lemon; light and refreshing",International,Beverage,1,1,1,0,1,-,650
405,Layerwarf,Green Ice Tea,Cold green tea served with ice; mildly grassy and refreshing,Japanese,Beverage,1,1,1,0,1,-,650
406,Layerwarf,Black Tea & Tamarind Lovi Soda,"Iced black tea mixed with tamarind and lovi soda; tangy, sweet, and sparkling",Fusion,Beverage,1,1,1,0,1,-,800
407,Layerwarf,"Chamomile, Apple & Cinnamon","Cold herbal infusion with chamomile, apple, and cinnamon; light, floral, and mildly sweet",International,Beverage,1,1,1,0,1,-,800
408,Layerwarf,Jasmin Green Tea & Mandarin,"Iced jasmine green tea infused with mandarin; floral, citrusy, and refreshing",Asian Fusion,Beverage,1,1,1,0,1,-,1200
409,Layerwarf,"Rooibos, Berry, Hibiscus","Cold rooibos tea blend with berries and hibiscus; fruity, tangy, and caffeine-free",International,Beverage,1,1,1,0,1,-,1250
410,Layerwarf,Matcha Vera - Matcha & Aloe Vera,Cold matcha tea combined with aloe vera; refreshing and mildly sweet,Japanese,Beverage,1,1,1,0,1,-,1200
411,Layerwarf,Espresso,"Strong, concentrated coffee shot served hot; bold and intense flavor",Italian,Beverage,1,1,1,0,0,-,700
412,Layerwarf,Cappuccino,"Hot coffee drink made with espresso, steamed milk, and milk foam; creamy and slightly bitter",Italian,Beverage,1,1,1,0,0,-,950
413,Layerwarf,Cafe Latte,Hot coffee beverage made with espresso and steamed milk; smooth and mild flavor,Italian,Beverage,1,1,1,0,0,-,950
414,Layerwarf,Flat White,Espresso with micro-foamed milk; creamy texture with a strong coffee taste,Australian,Beverage,1,1,1,0,0,-,900
415,Layerwarf,Americano,Hot black coffee made by diluting espresso with hot water; lighter in body,Italian,Beverage,1,1,1,0,0,-,850
416,Layerwarf,Macchiato,Espresso topped with a small amount of milk foam; bold coffee flavor,Italian,Beverage,1,1,1,0,0,-,900
417,Layerwarf,Cafe Mocha,Espresso with steamed milk and chocolate syrup; sweet and rich flavor,Italian,Beverage,1,1,1,0,0,-,1100
418,Layerwarf,Matcha Latte,"Japanese matcha green tea powder with steamed milk; earthy, slightly sweet",Japanese,Beverage,1,1,1,0,0,-,1300
419,Layerwarf,Golden Latte,Turmeric-based latte with steamed milk and spices; warm and mildly spiced,Italian,Beverage,1,1,1,0,0,-,1000
420,Layerwarf,Hot Chocolate,"Warm, rich chocolate drink made with milk or water; sweet and comforting",International,Beverage,1,1,1,0,0,-,1200
421,Layerwarf,Earl Grey,Hot tea flavored with bergamot; fragrant and citrusy,British,Beverage,1,1,1,0,0,-,650
422,Layerwarf,Ceylon Tea,Traditional Sri Lankan black tea served hot; robust and aromatic,Sri Lankan,Beverage,1,1,1,0,0,-,650
423,Layerwarf,English Breakfast,"Strong, full-bodied black tea blend served hot",British,Beverage,1,1,1,0,0,-,650
424,Layerwarf,Masala Chai,"Indian spiced tea made with milk, black tea, and aromatic spices; warm and mildly sweet",Indian,Beverage,1,1,1,0,0,-,850
425,Layerwarf,Dark Chocolate Ice Cream,"Rich, heavy ice cream with intense dark chocolate flavor, served cold",Western,Dessert,1,1,1,0,1,-,750
426,Layerwarf,Salted Caramel & Honeycomb Ice Cream,"Sweet and salty ice cream with honeycomb pieces, served cold",Western,Dessert,1,1,1,0,1,-,750
427,Layerwarf,Strawberry Ripple Ice Cream,"Light, fruity ice cream with strawberry sauce swirls, served cold",Western,Dessert,1,1,1,0,1,-,650
428,Layerwarf,Passion Pavlova Ice Cream,"Tropical passionfruit-flavored ice cream with pavlova meringue pieces, served cold",Western,Dessert,1,1,1,0,1,-,600
429,Layerwarf,Cookie Espresso Ice Cream,"Coffee-flavored ice cream with cookie chunks, served cold",Western,Dessert,1,1,1,0,1,-,650
430,Layerwarf,Mint Choc Ice Cream,"Refreshing mint ice cream with chocolate pieces, served cold",Western,Dessert,1,1,1,0,1,-,650
431,Layerwarf,Rocky Road Ice Cream,"Chocolate ice cream with marshmallow, nuts, and chocolate chunks, served cold",Western,Dessert,1,1,1,0,1,-,650
432,Layerwarf,Butterscotch Ice Cream,"Sweet, caramelized butterscotch-flavored ice cream, served cold",Western,Dessert,1,1,1,0,1,-,650
433,Layerwarf,Coconut & Jaggery Ice Cream,"Creamy coconut ice cream with traditional Sri Lankan jaggery sweetness, served cold",Sri Lankan,Dessert,1,1,1,0,1,-,650
434,Layerwarf,Rum & Raisin Ice Cream,"Rum-flavored ice cream with raisins, served cold",Western,Dessert,1,1,1,0,1,-,650
435,Layerwarf,Faluda Ice Cream,"Sweet South Asian dessert ice cream with rose syrup and mixed ingredients, served cold",South Asian,Dessert,1,1,1,0,1,-,650
436,Layerwarf,Double Chocolate Ice Cream,"Rich chocolate ice cream with extra chocolate chunks, served cold",Western,Dessert,1,1,1,0,1,-,650
437,Layerwarf,Ceylon Vanilla Ice Cream,"Smooth vanilla ice cream with Ceylon essence, served cold",Sri Lankan,Dessert,1,1,1,0,1,-,650
438,Layerwarf,Vanilla Ice Cream,"Classic creamy vanilla ice cream, served cold",Western,Dessert,1,1,1,0,1,-,650
439,Layerwarf,Double Chocolate Milk Shake,"Rich and creamy milkshake made with dark choc ice cream, chocolate sauce, double choc chips & wafers",Western,Beverage,0,1,1,0,1,-,1600
440,Layerwarf,Ceylon Vanilla Milk Shake,"Smooth vanilla ice cream milkshake with marshmallow, custard cookie, meringue & white chocolate",Western,Beverage,0,1,1,0,1,-,1400
441,Layerwarf,Salted Caramel Milk Shake,Creamy salted caramel ice cream milkshake with honeycomb & butter cookie,Western,Beverage,0,1,1,0,1,-,1600
442,Layerwarf,Tropical Milk Shake,"Exotic milkshake with passionfruit ice cream, banana, coconut cookie, Bounty bar & meringue",Western,Beverage,0,1,1,0,1,-,1600
443,Layerwarf,Espresso & Cookie Milk Shake,Coffee & cookie ice cream milkshake with espresso Kalo & coffee Tim Tam,Western,Beverage,0,1,1,0,1,-,1400
444,Layerwarf,Strawberry Faluda Milk Shake,"Falooda ice cream milkshake with strawberry, rose & baklava",South Asian,Beverage,0,1,1,0,1,-,1800
445,Layerwarf,Margy 2.0 Pizza,"Tomato, fior di latte, sun-dried cherry tomato, olive oil & basil. Served hot, light to medium texture.",Italian,Main,0,1,1,0,1,,2950
446,Layerwarf,Hot Honey Pepperoni Pizza,"Tomato, fior di latte, beef pepperoni, pickled peppers, hot honey & parm. Savory-spicy, served hot.",Italian,Main,0,1,1,0,1,,3650
447,Layerwarf,Truffle Hunter Pizza,"Garlic cream, fior di latte, blue cheese smoked cheese, truffle, Parmesan & black pepper. Rich, hot.",Italian,Main,0,1,1,0,1,,3950
448,Layerwarf,Firebird!!! Pizza,"Pizza sauce, Sri Lankan chicken, mozzarella, chopped onion, pickled capsicum. Spicy, savory, hot.",talian,Main,0,1,1,0,1,,3450
449,Layerwarf,Papa Lamb Pasta,"Lamb ragu, pappardelle, gremolata & parmesan. Rich, savory, served hot.",Italian,Main,0,1,1,0,1,-,3500
450,Layerwarf,Spicy Catch Pasta,"Prawns, chili flakes, tomato cream sauce, cherry tomatoes, rigatoni & parmesan. Medium spicy.",Italian,Main,0,1,1,0,1,-,3200
451,Layerwarf,Truffle Cream Pillows Pasta,"Potato gnocchi, garlic cream, truffle & parmesan. Creamy, aromatic, served hot.",Italian,Main,0,1,1,0,1,-,3650
452,Layerwarf,Full Chicken,"Whole roasted Peri Peri or Colombo style chicken, served hot, savoury, and mildly spicy",International,Main,0,1,1,0,1,Full Chicken,6450
453,Layerwarf,Half Chicken,"Half portion roasted Peri Peri or Colombo style chicken, served hot, savoury, and mildly spicy",International,Main,0,1,1,0,1,Half Chicken,3600
454,Layerwarf,Quarter Chicken,"Quarter portion roasted Peri Peri or Colombo style chicken, served hot, savoury, and mildly spicy",International,Main,0,1,1,0,1,Quarter Chicken,2950
455,Layerwarf,Full Roast Chicken & 4 Large Sides,Full Peri Peri or Colombo style chicken with 4 hearty sides,International,Main Combo,0,1,1,0,1,Full Chicken + 4 Large Sides,9600
456,Layerwarf,Half Roast Chicken & 4 Small Sides,Half Peri Peri or Colombo style chicken with 4 smaller side portions,International,Main Combo,0,1,1,0,1,Half Chicken + 4 Small Sides,5950
457,Layerwarf,Quarter Roast Chicken & 2 Small Sides,Quarter Peri Peri or Colombo style chicken with 2 smaller side portions,International,Main Combo,0,1,1,0,1,Quarter Chicken + 2 Small Sides,3900
458,Layerwarf,Grilled Corn Ribs,"Lightly charred sweet corn ribs, served hot and savoury",International,Side Dish,0,1,1,0,1,Not Available,—
459,Layerwarf,Classic Mac & Cheese,Creamy baked macaroni with cheese sauce,Western,Side Dish,0,1,1,0,1,Not Available,—
460,Layerwarf,Truffle Cauliflower Cheese,Cauliflower baked with truffle-flavoured cheese sauce,Western,Side Dish,0,1,1,0,1,Not Available,—
461,Layerwarf,Fattoush Salad,"Fresh mixed greens, vegetables, and herbs with tangy dressing",Middle Eastern,Side Dish,1,1,1,1,0,Not Available,—
462,Layerwarf,Charred Broccoli,Smoky grilled broccoli florets,International,Side Dish,0,1,1,0,1,Not Available,—
463,Layerwarf,Yorkshire Pudding & Gravy,"Soft, airy Yorkshire pudding with rich gravy",British,Side Dish,0,1,1,0,1,Not Available,—
464,Layerwarf,Patatas Bravas,Crispy fried potatoes with spicy tomato sauce,Spanish,Side Dish,0,1,1,0,1,Not Available,—
465,Layerwarf,Fries,"Crispy potato fries, available with chicken salt, peri peri, salt & vinegar",International,Side Dish,0,1,1,0,1,Not Available,—
466,Layerwarf,Lebanese Falafel Wrap,"Green falafel, labne, Lebanese slaw, tahini, lemon; light and fresh, served cold",Middle Eastern,Main,1,1,1,1,0,-,1600
467,Layerwarf,Spicy Crispy Chicken Wrap,"Crispy chicken tenders, hot sauce, lettuce, ranch, tomato, cucumber; medium spicy, served warm",Middle Eastern,Main,0,1,1,1,0,-,1950
468,Layerwarf,Chicken Shawarma,"Arabic chicken, toum, sumac onions, pickled chili, tomato; savory, aromatic, served warm",Middle Eastern,Main,0,1,1,1,0,-,2100
469,Layerwarf,Chilli Beef & Cheese Shawarma,"Arabic style beef, mozzarella, pickled chili, labne, tomato; spicy and cheesy, served warm",Middle Eastern,Main,0,1,1,1,0,-,2450
470,Layerwarf,Chicken Snack Pack,"Fries, chicken shawarma, mozzarella, onions, pickles, hot sauce, toum, BBQ sauce; hearty, served hot",International,Main,0,1,1,1,0,-,2150
471,Layerwarf,Beef Snack Pack,"Fries, beef shawarma, mozzarella, onions, pickles, hot sauce, toum, BBQ sauce; hearty, served hot",International,Main,0,1,1,1,0,-,2800
472,Layerwarf,The Icon Burger,"Smash pattie, cheddar, pickles, onions, lettuce; medium heaviness, served hot, savory flavor",American,Main,0,1,1,1,0,—,2500
473,Layerwarf,Animal Style Burger,"Smash pattie, fresh onion, cheddar, burger sauce, pickles, lettuce, tomato, mustard; medium heaviness, hot, tangy-savory",American,Main,0,1,1,1,0,—,2500
474,Layerwarf,Animal Style Double Smash Burger,"Double smash pattie, fresh onion, cheddar, burger sauce, pickles, lettuce, tomato, mustard; heavier, hot, tangy-savory",American,Main,0,1,1,1,0,—,3250
475,Layerwarf,Classic Smash Burger,"Smash pattie, grilled onions, cheddar, burger sauce, pickles; medium heaviness, hot, savory",American,Main,0,1,1,1,0,—,2400
476,Layerwarf,Double Smash Burger,"Double smash patties, cheddar, burger sauce, grilled onions, pickles; heavy, hot, savory",American,Main,0,1,1,1,0,—,3150
477,Layerwarf,Crispy Chicken Classic Burger,"Fried chicken, cheese, mayo, pickles, lettuce; medium heaviness, hot, savory",American,Main,0,1,1,1,0,—,2200
478,Layerwarf,Hot Honey Chicken Burger,"Fried chicken, cheese, mayo, nai miris sauce, pickles, lettuce; hot, spicy-sweet",American,Main,0,1,1,1,0,—,2300
479,Layerwarf,Korean Chicken Burger,"Fried chicken, slaw, gochujang mayo, pickled rabu; hot, spicy-sweet, medium heaviness",Korean,Main,0,1,1,1,0,—,2600
480,Layerwarf,The Big Catch Burger,"Crumbed barramundi, green ranch, pickled onions, cheddar, iceberg lettuce. Served warm, savory with crunchy texture and creamy sauce.",Western,Main,0,1,1,0,1,Not specified,2500
481,Layerwarf,Prawns Star Burger,"Prawn katsu, jalapeno, BBQ sauce, aioli, coleslaw. Served warm, mildly spicy, creamy and tangy.",Western,Main,0,1,1,0,1,Not specified,2650
482,Layerwarf,Possible Cheeseburger - Vegan,"Plant patty, vegan cheddar, burger sauce, dill pickles, onions. Served warm, savory with plant-based ingredients.",Western,Main,0,1,1,0,1,Not specified,2100
487,Layerwarf,Mac & Cheese,"Creamy pasta with cheese sauce, comfort food, served hot",Western,Side dish,0,1,1,0,1,-,1600
489,Layerwarf,Yorkshire Pudding,"Light and airy baked pudding, savory, served hot with gravy",British,Side dish,0,1,1,0,1,-,600
492,Layerwarf,Detox,"Light, refreshing cold juice with cucumber, apple, lemon, kale, celery, mint & gotu kola",International,Beverage,1,1,1,1,0,Not specified,1400
493,Layerwarf,Life of Papaya,"Cold, sweet and tangy juice with papaya, beets, carrots, lemon & ginger",International,Beverage,1,1,1,1,0,Not specified,1400
494,Layerwarf,Night Vision,"Cold, tangy juice with orange, carrot, ginger, turmeric & narang",International,Beverage,1,1,1,1,0,Not specified,1400
495,Layerwarf,Glowed Up!,"Cold, sweet juice with watermelon, ambul dodang, jambola & passionfruit",International,Beverage,1,1,1,1,0,Not specified,1400
496,Layerwarf,Spicy Tiger,"Cold, mildly spicy juice with pineapple, orange, thambili & chilli flakes",International,Beverage,1,1,1,1,0,Not specified,1400
497,Layerwarf,Booster,"Cold, sweet juice with papaya, jambola, thambili & narang",International,Beverage,1,1,1,1,0,Not specified,1400
498,Layerwarf,Paradise Now,"Cold, tropical juice with guava, soursop & thambili",International,Beverage,1,1,1,1,0,Not specified,1400
499,Layerwarf,Layards Lemonade,"Cold, citrus juice with lime, narang, ambul dodang, lemon & activated charcoal",International,Beverage,1,1,1,1,0,Not specified,1400
500,Layerwarf,Thambili,"Fresh king coconut water, naturally sweet and cooling",Sri Lankan,Beverage,1,1,1,1,0,Not specified,750
501,Layerwarf,Oxidant Intolerant Smoothie,"Avocado, apple, pineapple, kale, gotu kola, thambili, moringa, psyllium husk & banana. Served chilled, refreshing, nutrient-rich smoothie, slightly sweet with tropical flavors.",International,Beverage,1,1,1,1,0,Not specified,1450
502,Layerwarf,Life in Colour Smoothie,"Watermelon, pomegranate, thambili, banana, rambutan, coconut milk, passionfruit, mint, psyllium husk & strawberry rhubarb jam. Served chilled, sweet and tangy, fruit-rich smoothie.",International,Beverage,1,1,1,1,0,Not specified,1450
503,Layerwarf,Wakey Wakey Smoothie,"Coffee, banana, coconut milk, psyllium husk, cacao, thambili & dates. Served chilled, slightly creamy and energizing with coffee notes.",International,Beverage,1,1,1,1,0,Not specified,1450
504,Layerwarf,Amba Yaluwa Smoothie,"Mango, chai spice, banana, coconut milk, psyllium husk, passionfruit, turmeric, Greek yoghurt, thambili, ginger & honey. Served chilled, tropical and spiced smoothie with creamy texture.",International,Beverage,1,1,1,1,0,Not specified,1450
505,Layerwarf,All the Green Salad,"Butterhead, oak, iceberg lettuce, cabbage, cucumber, peas, avocado, green bell pepper, zucchini, basil, green beans, broccoli, kale, mint, pickled snake gourd, gotukola, lime and coriander crema; light, fresh, cold-served salad",International,Salad,1,1,1,1,0,Not specified,1600
506,Layerwarf,South East Rainbow Slaw - Chicken Salad,"Chicken, cabbage, rice noodle, papaya, knol knol, cucumber, carrot, sprouts, pickled snake gourd, radish, peanuts, mint, coriander, Vietnamese dressing; light to medium, cold-served, fresh and tangy",Southeast Asian,Salad,0,1,1,1,0,Not specified,1600
507,Layerwarf,Taco Salad Salad,"Quinoa, avocado, grilled corn, cherry tomato, pickled onion, coriander, lime, cabbage, bell pepper, feta; fresh, cold-served salad with tangy and creamy flavors",Mexican,Salad,0,1,1,1,0,Not specified,2400
508,Layerwarf,Mediterranean Salad,"Roast beets & pumpkin, sunflower seeds, pumpkin seeds, parsley, lemon, pomegranate, almond, cucumber, quinoa, heenati rice, cherry tomato, pickled onion, kale, feta, balsamic dressing & Italian vinaigrette dressing; hearty, cold-served salad",Mediterranean,Salad,1,1,1,1,0,Not specified,1500
509,Layerwarf,All Rounder Salad,"Lettuce, avocado, cucumber, radish, croutons, soft boiled egg, tomato, herbs, parmesan aioli; light to medium, cold-served salad",International,Salad,1,1,1,1,0,Not specified,1100
510,Layerwarf,Chicken Yakitori Bowl,"Your choice of Yakitori with sticky rice, Japanese pickles, Japanese mayo, wakame salad",Japanese,Main,0,1,1,0,1,Not specified,2550
511,Layerwarf,Beef Yakitori Bowl,"Your choice of Yakitori with sticky rice, Japanese pickles, Japanese mayo, wakame salad",Japanese,Main,0,1,1,0,1,Not specified,2700
512,Layerwarf,Mushroom Yakitori Bowl,"Your choice of Yakitori with sticky rice, Japanese pickles, Japanese mayo, wakame salad",Japanese,Main,0,1,1,0,1,Not specified,2650
513,Layerwarf,Chicken Bulgogi Bowl,"Your choice of bulgogi with bibimbap, fried egg, pickles, kimchi, bulgogi sauce",Korean,Main,0,1,1,0,1,Not specified,2550
514,Layerwarf,Beef Bulgogi Bowl,"Your choice of bulgogi with bibimbap, fried egg, pickles, kimchi, bulgogi sauce",Korean,Main,0,1,1,0,1,Not specified,2700
515,Layerwarf,Mushroom Bulgogi Bowl,"Your choice of bulgogi with bibimbap, fried egg, pickles, kimchi, bulgogi sauce",Korean,Main,0,1,1,0,1,Not specified,2650
516,Layerwarf,Korean Corndog - Sausage,"Sausage corndog, crispy coating",Korean,Snack,1,1,1,0,1,Not specified,1350
517,Layerwarf,Korean Corndog - Sausage & Cheese,"Sausage & cheese corndog, crispy coating",Korean,Snack,1,1,1,0,1,Not specified,1600
518,Layerwarf,Kway Tao Noodle - Chicken,"Light to medium Asian noodle dish with chicken, served hot; savory with soy-based seasoning",Asian,Main,0,1,1,0,1,Not specified,2750
519,Layerwarf,Kway Tao Noodle - Prawn,"Light to medium Asian noodle dish with prawns, served hot; savory with soy-based seasoning",Asian,Main,0,1,1,0,1,Not specified,2850
520,Layerwarf,Kway Tao Noodle - Beef,"Light to medium Asian noodle dish with beef, served hot; savory with soy-based seasoning",Asian,Main,0,1,1,0,1,Not specified,2900
521,Layerwarf,Pad Thai - Chicken,"Medium Thai noodle dish with chicken, tamarind flavor, slightly sweet and tangy, served hot",Thai,Main,0,1,1,0,1,Not specified,2700
